,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Date Filed 2016,File Name 2016,Url 2016,sentimento 2016,Date Filed 2017,File Name 2017,Url 2017,sentimento 2017,Date Filed 2018,File Name 2018,Url 2018,sentimento 2018,Date Filed 2019,File Name 2019,Url 2019,sentimento 2019,Date Filed 2020,File Name 2020,Url 2020,sentimento 2020,retorno_7d 2020,retorno_1d 2020,retorno_7d 2019,retorno_1d 2019,retorno_7d 2018,retorno_1d 2018,retorno_7d 2017,retorno_1d 2017,retorno_7d 2016,retorno_1d 2016
255,GOOG,Alphabet (Class C),reports,Communication Services,Interactive Media & Services,Mountain View; California,2006-04-03,1652044,1998,2016-02-11,1652044_0001652044-16-000012.mda,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-16-000012.txt,2.69,2017-02-03,1652044_0001652044-17-000008.mda,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-17-000008.txt,2.89,2018-02-06,1652044_0001652044-18-000007.mda,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-18-000007.txt,3.64,2019-02-05,1652044_0001652044-19-000004.mda,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-19-000004.txt,2.61,2020-02-04,1652044_0001652044-20-000008.mda,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-20-000008.txt,2.05,0.02,-0.03,-0.01,-0.02,0.00,-0.01,0.02,0.00,0.02,0.00
256,BXP,Boston Properties,reports,Real Estate,Office REITs,Boston; Massachusetts,2006-04-03,1037540,1970,2016-02-29,1037540_0001656423-16-000013.mda,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-16-000013.txt,-0.89,2017-02-28,1037540_0001656423-17-000003.mda,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-17-000003.txt,-0.96,2018-02-28,1037540_0001656423-18-000004.mda,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-18-000004.txt,-1.04,2019-02-28,1037540_0001656423-19-000006.mda,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-19-000006.txt,-0.44,2020-03-02,1037540_0001656423-20-000007.mda,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-20-000007.txt,-0.61,-0.09,-0.01,0.00,0.00,0.03,-0.01,-0.03,-0.01,0.04,0.03
257,KIM,Kimco Realty,reports,Real Estate,Retail REITs,New Hyde Park; New York,2006-04-04,879101,1958,2016-02-26,879101_0001437749-16-026173.mda,https://www.sec.gov/Archives/edgar/data/879101/0001437749-16-026173.txt,-0.20,2017-02-27,879101_0001437749-17-003269.mda,https://www.sec.gov/Archives/edgar/data/879101/0001437749-17-003269.txt,-0.06,2018-02-23,879101_0001437749-18-003230.mda,https://www.sec.gov/Archives/edgar/data/879101/0001437749-18-003230.txt,-0.02,2019-02-15,879101_0001437749-19-002746.mda,https://www.sec.gov/Archives/edgar/data/879101/0001437749-19-002746.txt,0.63,2020-02-25,879101_0001437749-20-003500.mda,https://www.sec.gov/Archives/edgar/data/879101/0001437749-20-003500.txt,1.31,-0.06,-0.04,0.00,0.01,0.02,0.03,-0.05,-0.01,0.02,-0.01
258,JNPR,Juniper Networks,reports,Information Technology,Communications Equipment,Sunnyvale; California,2006-06-02,1043604,1996,2016-02-19,1043604_0001043604-16-000219.mda,https://www.sec.gov/Archives/edgar/data/1043604/0001043604-16-000219.txt,2.18,2017-02-24,1043604_0001043604-17-000045.mda,https://www.sec.gov/Archives/edgar/data/1043604/0001043604-17-000045.txt,2.59,2018-02-23,1043604_0001043604-18-000011.mda,https://www.sec.gov/Archives/edgar/data/1043604/0001043604-18-000011.txt,1.08,2019-02-22,1043604_0001043604-19-000012.mda,https://www.sec.gov/Archives/edgar/data/1043604/0001043604-19-000012.txt,1.17,2020-02-20,1043604_0001043604-20-000021.mda,https://www.sec.gov/Archives/edgar/data/1043604/0001043604-20-000021.txt,0.03,-0.09,0.01,-0.01,0.01,-0.02,0.01,0.00,0.00,0.03,0.03
259,CME,CME Group,reports,Financials,Financial Exchanges & Data,Chicago; Illinois,2006-08-11,1156375,1848,2016-02-26,1156375_0001156375-16-000116.mda,https://www.sec.gov/Archives/edgar/data/1156375/0001156375-16-000116.txt,0.98,2017-02-27,1156375_0001156375-17-000016.mda,https://www.sec.gov/Archives/edgar/data/1156375/0001156375-17-000016.txt,-0.34,2018-03-01,1156375_0001156375-18-000026.mda,https://www.sec.gov/Archives/edgar/data/1156375/0001156375-18-000026.txt,0.15,2019-02-28,1156375_0001156375-19-000010.mda,https://www.sec.gov/Archives/edgar/data/1156375/0001156375-19-000010.txt,0.00,2020-02-28,1156375_0001156375-20-000013.mda,https://www.sec.gov/Archives/edgar/data/1156375/0001156375-20-000013.txt,0.00,0.03,0.00,-0.04,0.02,0.01,0.00,0.01,-0.01,0.02,-0.02
260,WU,Western Union,reports,Information Technology,Data Processing & Outsourced Services,Englewood; Colorado,2006-09-29,1365135,1851,2016-02-19,1365135_0001365135-16-000062.mda,https://www.sec.gov/Archives/edgar/data/1365135/0001365135-16-000062.txt,-1.27,2017-02-22,1365135_0001365135-17-000008.mda,https://www.sec.gov/Archives/edgar/data/1365135/0001365135-17-000008.txt,-3.12,2018-02-22,1365135_0001365135-18-000013.mda,https://www.sec.gov/Archives/edgar/data/1365135/0001365135-18-000013.txt,-2.83,2019-02-21,1365135_0001558370-19-000848.mda,https://www.sec.gov/Archives/edgar/data/1365135/0001558370-19-000848.txt,-1.83,2020-02-20,1365135_0001558370-20-001090.mda,https://www.sec.gov/Archives/edgar/data/1365135/0001558370-20-001090.txt,-2.50,-0.13,-0.02,0.00,0.00,-0.02,0.01,0.01,0.01,0.01,0.01
261,CBRE,CBRE,reports,Real Estate,Real Estate Services,Dallas; Texas,2006-11-10,1138118,1906,2016-02-29,1138118_0001193125-16-484680.mda,https://www.sec.gov/Archives/edgar/data/1138118/0001193125-16-484680.txt,2.74,2017-03-01,1138118_0001193125-17-064772.mda,https://www.sec.gov/Archives/edgar/data/1138118/0001193125-17-064772.txt,2.93,2018-03-01,1138118_0001564590-18-003991.mda,https://www.sec.gov/Archives/edgar/data/1138118/0001564590-18-003991.txt,2.65,2019-03-01,1138118_0001564590-19-005666.mda,https://www.sec.gov/Archives/edgar/data/1138118/0001564590-19-005666.txt,2.28,2020-03-02,1138118_0001564590-20-008056.mda,https://www.sec.gov/Archives/edgar/data/1138118/0001564590-20-008056.txt,1.86,-0.16,-0.01,0.01,0.01,0.00,-0.01,0.02,0.02,0.10,0.05
262,FIS,Fidelity National Information Services,reports,Information Technology,Data Processing & Outsourced Services,Jacksonville; Florida,2006-11-10,1136893,1968,2016-02-26,1136893_0001136893-16-000061.mda,https://www.sec.gov/Archives/edgar/data/1136893/0001136893-16-000061.txt,2.39,2017-02-23,1136893_0001136893-17-000008.mda,https://www.sec.gov/Archives/edgar/data/1136893/0001136893-17-000008.txt,2.19,2018-02-22,1136893_0001136893-18-000011.mda,https://www.sec.gov/Archives/edgar/data/1136893/0001136893-18-000011.txt,2.39,2019-02-21,1136893_0001136893-19-000008.mda,https://www.sec.gov/Archives/edgar/data/1136893/0001136893-19-000008.txt,2.10,2020-02-20,1136893_0001136893-20-000032.mda,https://www.sec.gov/Archives/edgar/data/1136893/0001136893-20-000032.txt,3.23,-0.12,-0.02,0.01,0.00,-0.01,0.03,-0.01,0.00,0.01,-0.03
263,CTSH,Cognizant Technology Solutions,reports,Information Technology,IT Consulting & Other Services,Teaneck; New Jersey,2006-11-17,1058290,1994,2016-02-25,1058290_0001058290-16-000049.mda,https://www.sec.gov/Archives/edgar/data/1058290/0001058290-16-000049.txt,3.13,2017-03-01,1058290_0001058290-17-000008.mda,https://www.sec.gov/Archives/edgar/data/1058290/0001058290-17-000008.txt,2.63,2018-02-27,1058290_0001058290-18-000009.mda,https://www.sec.gov/Archives/edgar/data/1058290/0001058290-18-000009.txt,2.67,2019-02-19,1058290_0001058290-19-000009.mda,https://www.sec.gov/Archives/edgar/data/1058290/0001058290-19-000009.txt,3.34,2020-02-14,1058290_0001058290-20-000008.mda,https://www.sec.gov/Archives/edgar/data/1058290/0001058290-20-000008.txt,-0.79,0.01,-0.01,-0.02,-0.01,0.00,-0.01,-0.03,0.02,0.03,0.02
264,AVB,AvalonBay Communities,reports,Real Estate,Residential REITs,Arlington; Virginia[3],2007-01-10,915912,1978,2016-02-26,915912_0000915912-16-000024.mda,https://www.sec.gov/Archives/edgar/data/915912/0000915912-16-000024.txt,1.79,2017-02-24,915912_0000915912-17-000004.mda,https://www.sec.gov/Archives/edgar/data/915912/0000915912-17-000004.txt,1.59,2018-02-23,915912_0000915912-18-000004.mda,https://www.sec.gov/Archives/edgar/data/915912/0000915912-18-000004.txt,1.31,2019-02-22,915912_0000915912-19-000004.mda,https://www.sec.gov/Archives/edgar/data/915912/0000915912-19-000004.txt,2.07,2020-02-21,915912_0000915912-20-000004.mda,https://www.sec.gov/Archives/edgar/data/915912/0000915912-20-000004.txt,0.84,-0.12,-0.01,-0.01,-0.01,-0.02,0.02,-0.01,0.00,0.04,-0.01
265,RL,Ralph Lauren Corporation,reports,Consumer Discretionary,Apparel; Accessories & Luxury Goods,New York City; New York,2007-02-02,1037038,1967,2016-05-19,1037038_0001037038-16-000019.mda,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-16-000019.txt,-2.62,2017-05-18,1037038_0001037038-17-000004.mda,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-17-000004.txt,-2.69,2018-05-23,1037038_0001037038-18-000007.mda,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-18-000007.txt,-1.41,2019-05-16,1037038_0001037038-19-000005.mda,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-19-000005.txt,0.17,2020-05-27,1037038_0001037038-20-000014.mda,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-20-000014.txt,-2.92,0.04,-0.02,-0.06,-0.03,0.17,0.16,-0.09,-0.05,0.05,0.03
266,CHRW,C. H. Robinson,reports,Industrials,Air Freight & Logistics,Eden Prairie; Minnesota,2007-03-02,1043277,1905,2016-02-29,1043277_0001043277-16-000020.mda,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-16-000020.txt,4.20,2017-03-01,1043277_0001043277-17-000004.mda,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-17-000004.txt,2.26,2018-02-28,1043277_0001043277-18-000007.mda,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-18-000007.txt,0.29,2019-02-25,1043277_0001043277-19-000006.mda,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-19-000006.txt,2.38,2020-02-19,1043277_0001043277-20-000016.mda,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-20-000016.txt,-0.24,-0.01,0.03,-0.03,0.00,0.00,-0.04,-0.02,0.00,0.03,0.01
267,HST,Host Hotels & Resorts,reports,Real Estate,Hotel & Resort REITs,Bethesda; Maryland,2007-03-20,1070750,1993,2016-02-22,1070750_0001564590-16-012990.mda,https://www.sec.gov/Archives/edgar/data/1070750/0001564590-16-012990.txt,2.77,2017-02-24,1070750_0001564590-17-002348.mda,https://www.sec.gov/Archives/edgar/data/1070750/0001564590-17-002348.txt,2.67,2018-02-27,1070750_0001564590-18-003330.mda,https://www.sec.gov/Archives/edgar/data/1070750/0001564590-18-003330.txt,1.13,2019-02-26,1070750_0001564590-19-004191.mda,https://www.sec.gov/Archives/edgar/data/1070750/0001564590-19-004191.txt,2.19,2020-02-25,1070750_0001564590-20-006404.mda,https://www.sec.gov/Archives/edgar/data/1070750/0001564590-20-006404.txt,0.83,-0.14,-0.09,0.00,-0.02,-0.04,-0.02,0.02,0.01,0.00,-0.02
268,AIZ,Assurant,reports,Financials,Multi-line Insurance,New York City; New York,2007-04-10,1267238,1892,2016-02-16,1267238_0001628280-16-011239.mda,https://www.sec.gov/Archives/edgar/data/1267238/0001628280-16-011239.txt,-1.41,2017-02-14,1267238_0001628280-17-001320.mda,https://www.sec.gov/Archives/edgar/data/1267238/0001628280-17-001320.txt,-1.63,2018-02-14,1267238_0001628280-18-001695.mda,https://www.sec.gov/Archives/edgar/data/1267238/0001628280-18-001695.txt,-0.06,2019-02-22,1267238_0001628280-19-001767.mda,https://www.sec.gov/Archives/edgar/data/1267238/0001628280-19-001767.txt,0.04,2020-02-19,1267238_0001267238-20-000004.mda,https://www.sec.gov/Archives/edgar/data/1267238/0001267238-20-000004.txt,0.00,-0.07,0.00,0.06,0.01,0.00,0.02,0.04,0.02,0.00,0.00
269,DFS,Discover Financial Services,reports,Financials,Consumer Finance,Riverwoods; Illinois,2007-07-02,1393612,1985,2016-02-24,1393612_0001393612-16-000059.mda,https://www.sec.gov/Archives/edgar/data/1393612/0001393612-16-000059.txt,-0.96,2017-02-23,1393612_0001393612-17-000012.mda,https://www.sec.gov/Archives/edgar/data/1393612/0001393612-17-000012.txt,-0.23,2018-02-21,1393612_0001393612-18-000012.mda,https://www.sec.gov/Archives/edgar/data/1393612/0001393612-18-000012.txt,0.81,2019-02-20,1393612_0001393612-19-000011.mda,https://www.sec.gov/Archives/edgar/data/1393612/0001393612-19-000011.txt,1.42,2020-02-26,1393612_0001393612-20-000009.mda,https://www.sec.gov/Archives/edgar/data/1393612/0001393612-20-000009.txt,0.77,-0.04,-0.05,0.00,-0.01,-0.01,-0.02,0.00,0.00,0.04,0.02
270,AKAM,Akamai Technologies,reports,Information Technology,Internet Services & Infrastructure,Cambridge; Massachusetts,2007-07-12,1086222,1998,2016-02-29,1086222_0001086222-16-000245.mda,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-16-000245.txt,2.15,2017-02-28,1086222_0001086222-17-000080.mda,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-17-000080.txt,1.69,2018-03-01,1086222_0001086222-18-000052.mda,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-18-000052.txt,1.55,2019-02-28,1086222_0001086222-19-000066.mda,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-19-000066.txt,2.71,2020-02-28,1086222_0001086222-20-000045.mda,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-20-000045.txt,3.33,0.01,0.02,0.02,0.03,0.11,0.03,0.01,0.01,0.03,0.03
271,MCHP,Microchip Technology,reports,Information Technology,Semiconductors,Chandler; Arizona,2007-09-07,827054,1989,2016-05-24,827054_0000827054-16-000344.mda,https://www.sec.gov/Archives/edgar/data/827054/0000827054-16-000344.txt,1.52,2017-05-30,827054_0000827054-17-000098.mda,https://www.sec.gov/Archives/edgar/data/827054/0000827054-17-000098.txt,1.37,2018-05-18,827054_0001628280-18-006982.mda,https://www.sec.gov/Archives/edgar/data/827054/0001628280-18-006982.txt,2.19,2019-05-30,827054_0000827054-19-000143.mda,https://www.sec.gov/Archives/edgar/data/827054/0000827054-19-000143.txt,1.43,2020-05-22,827054_0000827054-20-000119.mda,https://www.sec.gov/Archives/edgar/data/827054/0000827054-20-000119.txt,-0.02,0.10,0.07,0.03,-0.01,0.03,0.00,0.00,0.00,0.06,0.03
272,ICE,Intercontinental Exchange,reports,Financials,Financial Exchanges & Data,Atlanta; Georgia,2007-09-26,1571949,2000,2016-02-04,1571949_0001571949-16-000020.mda,https://www.sec.gov/Archives/edgar/data/1571949/0001571949-16-000020.txt,0.15,2017-02-07,1571949_0001571949-17-000003.mda,https://www.sec.gov/Archives/edgar/data/1571949/0001571949-17-000003.txt,-0.53,2018-02-07,1571949_0001571949-18-000003.mda,https://www.sec.gov/Archives/edgar/data/1571949/0001571949-18-000003.txt,-0.46,2019-02-07,1571949_0001571949-19-000003.mda,https://www.sec.gov/Archives/edgar/data/1571949/0001571949-19-000003.txt,0.76,2020-02-06,1571949_0001571949-20-000003.mda,https://www.sec.gov/Archives/edgar/data/1571949/0001571949-20-000003.txt,0.40,0.01,0.00,-0.02,-0.02,-0.02,-0.07,0.00,-0.03,-0.11,-0.10
273,EXPE,Expedia Group,reports,Consumer Discretionary,Internet & Direct Marketing Retail,Seattle; Washington,2007-10-02,1324424,1996,2016-02-11,1324424_0001193125-16-457822.mda,https://www.sec.gov/Archives/edgar/data/1324424/0001193125-16-457822.txt,0.00,2017-02-10,1324424_0001324424-17-000006.mda,https://www.sec.gov/Archives/edgar/data/1324424/0001324424-17-000006.txt,0.00,2018-02-09,1324424_0001324424-18-000006.mda,https://www.sec.gov/Archives/edgar/data/1324424/0001324424-18-000006.txt,0.00,2019-02-08,1324424_0001324424-19-000006.mda,https://www.sec.gov/Archives/edgar/data/1324424/0001324424-19-000006.txt,0.00,2020-02-14,1324424_0001324424-20-000009.mda,https://www.sec.gov/Archives/edgar/data/1324424/0001324424-20-000009.txt,0.00,0.09,0.10,-0.01,-0.01,-0.16,-0.16,-0.03,-0.03,0.14,0.08
274,EXPD,Expeditors,reports,Industrials,Air Freight & Logistics,Seattle; Washington,2007-10-10,746515,1979,2016-02-25,746515_0000746515-16-000053.mda,https://www.sec.gov/Archives/edgar/data/746515/0000746515-16-000053.txt,2.02,2017-02-23,746515_0000746515-17-000007.mda,https://www.sec.gov/Archives/edgar/data/746515/0000746515-17-000007.txt,0.12,2018-02-23,746515_0000746515-18-000004.mda,https://www.sec.gov/Archives/edgar/data/746515/0000746515-18-000004.txt,0.13,2019-02-22,746515_0000746515-19-000004.mda,https://www.sec.gov/Archives/edgar/data/746515/0000746515-19-000004.txt,1.87,2020-02-21,746515_0001564590-20-005719.mda,https://www.sec.gov/Archives/edgar/data/746515/0001564590-20-005719.txt,-1.39,-0.07,-0.03,0.00,0.00,-0.02,0.04,0.00,0.00,0.03,0.01
275,J,Jacobs Engineering Group,reports,Industrials,Construction & Engineering,Dallas; Texas,2007-10-26,52988,1947,2016-11-22,52988_0001564590-16-029571.mda,https://www.sec.gov/Archives/edgar/data/52988/0001564590-16-029571.txt,-1.33,2017-11-21,52988_0001564590-17-024192.mda,https://www.sec.gov/Archives/edgar/data/52988/0001564590-17-024192.txt,-0.24,2018-11-21,52988_0000052988-18-000036.mda,https://www.sec.gov/Archives/edgar/data/52988/0000052988-18-000036.txt,1.54,2019-11-25,52988_0000052988-19-000069.mda,https://www.sec.gov/Archives/edgar/data/52988/0000052988-19-000069.txt,2.82,2020-11-24,52988_0000052988-20-000070.mda,https://www.sec.gov/Archives/edgar/data/52988/0000052988-20-000070.txt,1.14,0.04,0.02,-0.02,0.01,0.02,-0.01,0.09,0.09,0.06,0.06
276,AMT,American Tower,reports,Real Estate,Specialized REITs,Boston; Massachusetts,2007-11-19,1053507,1995,2016-02-26,1053507_0001053507-16-000018.mda,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-16-000018.txt,2.18,2017-02-27,1053507_0001053507-17-000009.mda,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-17-000009.txt,1.14,2018-02-28,1053507_0001053507-18-000006.mda,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-18-000006.txt,1.50,2019-02-27,1053507_0001053507-19-000012.mda,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-19-000012.txt,1.10,2020-02-25,1053507_0001053507-20-000028.mda,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-20-000028.txt,0.37,-0.01,-0.01,0.04,0.01,0.00,-0.04,0.01,0.01,0.07,0.03
277,PEAK,Healthpeak Properties,reports,Real Estate,Health Care REITs,Long Beach; California,2008-03-31,765880,1985,2016-02-09,765880_0001558370-16-003110.mda,https://www.sec.gov/Archives/edgar/data/765880/0001558370-16-003110.txt,-1.35,2017-02-13,765880_0001558370-17-000535.mda,https://www.sec.gov/Archives/edgar/data/765880/0001558370-17-000535.txt,0.51,2018-02-13,765880_0001628280-18-001552.mda,https://www.sec.gov/Archives/edgar/data/765880/0001628280-18-001552.txt,-0.76,2019-02-14,765880_0001628280-19-001407.mda,https://www.sec.gov/Archives/edgar/data/765880/0001628280-19-001407.txt,-1.75,2020-02-13,765880_0001628280-20-001456.mda,https://www.sec.gov/Archives/edgar/data/765880/0001628280-20-001456.txt,-0.56,0.01,0.02,0.01,0.00,-0.02,-0.05,0.00,-0.01,-0.21,-0.20
278,PM,Philip Morris International,reports,Consumer Staples,Tobacco,New York City; New York,2008-03-31,1413329,2008 (1847),2016-02-17,1413329_0001413329-16-000076.mda,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-16-000076.txt,-1.65,2017-02-14,1413329_0001413329-17-000014.mda,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-17-000014.txt,-1.04,2018-02-13,1413329_0001413329-18-000007.mda,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-18-000007.txt,-1.28,2019-02-07,1413329_0001413329-19-000007.mda,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-19-000007.txt,-0.51,2020-02-07,1413329_0001413329-20-000007.mda,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-20-000007.txt,-0.47,0.03,0.03,0.08,0.06,0.00,0.00,0.02,0.00,0.01,0.02
279,ISRG,Intuitive Surgical,reports,Health Care,Health Care Equipment,Sunnyvale; California,2008-06-02,1035267,1995,2016-02-02,1035267_0001035267-16-000130.mda,https://www.sec.gov/Archives/edgar/data/1035267/0001035267-16-000130.txt,1.85,2017-02-06,1035267_0001035267-17-000021.mda,https://www.sec.gov/Archives/edgar/data/1035267/0001035267-17-000021.txt,3.72,2018-02-02,1035267_0001035267-18-000013.mda,https://www.sec.gov/Archives/edgar/data/1035267/0001035267-18-000013.txt,4.16,2019-02-04,1035267_0001035267-19-000012.mda,https://www.sec.gov/Archives/edgar/data/1035267/0001035267-19-000012.txt,3.79,2020-02-07,1035267_0001035267-20-000032.mda,https://www.sec.gov/Archives/edgar/data/1035267/0001035267-20-000032.txt,3.40,0.04,0.01,0.01,0.00,-0.08,-0.06,0.01,0.00,-0.06,0.00
280,COG,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,Houston; Texas,2008-06-23,858470,1989,2016-02-22,858470_0000858470-16-000036.mda,https://www.sec.gov/Archives/edgar/data/858470/0000858470-16-000036.txt,-1.40,2017-02-27,858470_0000858470-17-000007.mda,https://www.sec.gov/Archives/edgar/data/858470/0000858470-17-000007.txt,-1.70,2018-03-01,858470_0000858470-18-000006.mda,https://www.sec.gov/Archives/edgar/data/858470/0000858470-18-000006.txt,-1.08,2019-02-26,858470_0000858470-19-000008.mda,https://www.sec.gov/Archives/edgar/data/858470/0000858470-19-000008.txt,-0.33,2020-02-25,858470_0000858470-20-000012.mda,https://www.sec.gov/Archives/edgar/data/858470/0000858470-20-000012.txt,-0.16,-0.14,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
281,MA,Mastercard,reports,Information Technology,Data Processing & Outsourced Services,Harrison; New York,2008-07-18,1141391,1966,2016-02-12,1141391_0001141391-16-000085.mda,https://www.sec.gov/Archives/edgar/data/1141391/0001141391-16-000085.txt,0.16,2017-02-15,1141391_0001141391-17-000014.mda,https://www.sec.gov/Archives/edgar/data/1141391/0001141391-17-000014.txt,-0.13,2018-02-14,1141391_0001141391-18-000009.mda,https://www.sec.gov/Archives/edgar/data/1141391/0001141391-18-000009.txt,-0.04,2019-02-13,1141391_0001141391-19-000013.mda,https://www.sec.gov/Archives/edgar/data/1141391/0001141391-19-000013.txt,1.22,2020-02-14,1141391_0001141391-20-000032.mda,https://www.sec.gov/Archives/edgar/data/1141391/0001141391-20-000032.txt,0.00,0.01,0.02,0.01,0.00,0.01,0.03,0.01,0.00,0.06,0.00
282,DVA,DaVita,reports,Health Care,Health Care Facilities,Denver; Colorado,2008-07-31,927066,1979,2016-02-26,927066_0001564590-16-013587.mda,https://www.sec.gov/Archives/edgar/data/927066/0001564590-16-013587.txt,0.00,2017-02-24,927066_0001564590-17-002409.mda,https://www.sec.gov/Archives/edgar/data/927066/0001564590-17-002409.txt,0.57,2018-02-23,927066_0000927066-18-000030.mda,https://www.sec.gov/Archives/edgar/data/927066/0000927066-18-000030.txt,-0.53,2019-02-22,927066_0000927066-19-000025.mda,https://www.sec.gov/Archives/edgar/data/927066/0000927066-19-000025.txt,-1.30,2020-02-21,927066_0000927066-20-000014.mda,https://www.sec.gov/Archives/edgar/data/927066/0000927066-20-000014.txt,-1.23,-0.08,-0.02,-0.04,-0.02,0.00,0.02,0.02,0.00,0.08,0.01
283,IVZ,Invesco,reports,Financials,Asset Management & Custody Banks,Atlanta; Georgia,2008-08-21,914208,1935,2016-02-19,914208_0000914208-16-000846.mda,https://www.sec.gov/Archives/edgar/data/914208/0000914208-16-000846.txt,0.30,2017-02-23,914208_0000914208-17-000328.mda,https://www.sec.gov/Archives/edgar/data/914208/0000914208-17-000328.txt,-0.84,2018-02-23,914208_0000914208-18-000255.mda,https://www.sec.gov/Archives/edgar/data/914208/0000914208-18-000255.txt,0.69,2019-02-22,914208_0000914208-19-000195.mda,https://www.sec.gov/Archives/edgar/data/914208/0000914208-19-000195.txt,0.25,2020-03-02,914208_0000914208-20-000245.mda,https://www.sec.gov/Archives/edgar/data/914208/0000914208-20-000245.txt,1.83,-0.22,-0.03,0.04,0.01,-0.02,0.03,-0.03,-0.02,0.00,0.01
284,CF,CF Industries,reports,Materials,Fertilizers & Agricultural Chemicals,Deerfield; Illinois,2008-08-27,1324404,1946,2016-02-25,1324404_0001324404-16-000019.mda,https://www.sec.gov/Archives/edgar/data/1324404/0001324404-16-000019.txt,0.00,2017-02-23,1324404_0001324404-17-000007.mda,https://www.sec.gov/Archives/edgar/data/1324404/0001324404-17-000007.txt,-2.60,2018-02-22,1324404_0001324404-18-000006.mda,https://www.sec.gov/Archives/edgar/data/1324404/0001324404-18-000006.txt,-1.58,2019-02-22,1324404_0001324404-19-000006.mda,https://www.sec.gov/Archives/edgar/data/1324404/0001324404-19-000006.txt,-0.78,2020-02-24,1324404_0001324404-20-000006.mda,https://www.sec.gov/Archives/edgar/data/1324404/0001324404-20-000006.txt,0.19,-0.02,-0.03,-0.04,-0.02,-0.02,0.03,-0.05,-0.06,0.14,0.10
285,FAST,Fastenal,reports,Industrials,Building Products,Winona; Minnesota,2008-09-15,815556,1967,2016-02-05,815556_0000815556-16-000087.mda,https://www.sec.gov/Archives/edgar/data/815556/0000815556-16-000087.txt,1.11,2017-02-06,815556_0000815556-17-000009.mda,https://www.sec.gov/Archives/edgar/data/815556/0000815556-17-000009.txt,1.59,2018-02-05,815556_0000815556-18-000010.mda,https://www.sec.gov/Archives/edgar/data/815556/0000815556-18-000010.txt,1.55,2019-02-06,815556_0000815556-19-000015.mda,https://www.sec.gov/Archives/edgar/data/815556/0000815556-19-000015.txt,2.65,2020-02-06,815556_0000815556-20-000011.mda,https://www.sec.gov/Archives/edgar/data/815556/0000815556-20-000011.txt,2.50,0.02,-0.01,0.02,-0.01,0.01,0.02,-0.01,-0.01,-0.01,0.00
286,CRM,Salesforce,reports,Information Technology,Application Software,San Francisco; California,2008-09-15,1108524,1999,2016-03-07,1108524_0001108524-16-000053.mda,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-16-000053.txt,2.07,2017-03-06,1108524_0001108524-17-000006.mda,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-17-000006.txt,2.65,2018-03-09,1108524_0001108524-18-000011.mda,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-18-000011.txt,4.25,2019-03-08,1108524_0001108524-19-000009.mda,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-19-000009.txt,5.01,2020-03-05,1108524_0001108524-20-000014.mda,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-20-000014.txt,3.84,-0.20,-0.07,0.04,0.01,0.00,0.00,0.01,0.01,0.02,-0.01
